"","species","report","mean","loHPDI","hiHDPI"
"971","Caribou - Barren Ground",1,1.054633824,0.710044,1.44292
"972","Char - Arctic",20,19.8594508,13.3127,26.1579
"973","Whitefish - Broad",50,50.5115974,33.6626,65.9167
"974","Whale - Beluga",1,1.050468518,0.702781,1.36217
"975","Whitefish - Broad",10,10.17725832,6.49452,13.1904
"976","Whale - Beluga",1,1.05609751,0.729835,1.38375
"977","Whale - Beluga",1,1.063307736,0.74701,1.45553
"978","Whale - Beluga",1,1.05178437,0.727444,1.36608
"979","Whale - Beluga",1,1.041787974,0.734484,1.38574
"980","Whale - Beluga",1,1.040325448,0.726001,1.34291
"981","Whale - Beluga",1,1.042357034,0.647092,1.29804
"982","Char - Arctic",8,8.25390798,5.46919,11.0116
"983","Char - Arctic",1,1.072094146,0.69953,1.42483
"984","Whitefish - Broad",16,16.34920128,10.0361,21.0555
"985","Char - Arctic",30,30.1454666,19.1282,39.8674
"986","Char - Land Locked",8,8.22886484,5.38081,10.96
"987","Whale - Beluga",1,1.053285032,0.665287,1.36364
"988","Trout - Lake",20,20.121469,13.1074,26.735
"989","Caribou - Barren Ground",2,2.03345756,1.33739,2.6658
"990","Caribou - Barren Ground",1,1.047521514,0.675523,1.37626
"991","Caribou - Barren Ground",1,1.054142056,0.738326,1.45093
"992","Whitefish - Broad",10,10.39051922,7.17749,13.5946
"993","Char - Arctic",3,3.10667952,2.20154,4.27347
"994","Caribou - Barren Ground",2,2.03650794,1.38673,2.66562
"995","Whale - Beluga",1,1.050609238,0.660553,1.36157
"996","Whale - Beluga",1,1.053399336,0.692241,1.37974
"997","Whale - Beluga",2,1.878280336,1.32328,2.54521
"998","Whale - Beluga",1,1.057684574,0.679469,1.38083
"999","Char - Arctic",30,29.8492166,20.7578,40.9832
"1000","Whitefish - Broad",300,292.777302,184.274,384.764
"1001","Seal - Ringed",2,2.0780813,1.43518,2.81212
"1002","Whitefish - Broad",200,199.449471,128.352,264.397
"1003","Char - Arctic",6,6.2072741,4.43042,8.75508
"1004","Trout - Lake",12,12.2449182,7.83464,16.2948
"1005","Caribou - Barren Ground",1,1.050363442,0.746761,1.43798
"1006","Whale - Beluga",1,1.039204028,0.671934,1.34095
"1007","Whale - Beluga",1,1.05114268,0.713863,1.40424
"1008","Char - Arctic",100,98.8226602,67.6145,130.632
"1009","Caribou - Barren Ground",1,1.058000622,0.752392,1.46567
"1010","Caribou - Barren Ground",1,1.059118562,0.733448,1.40301
"1011","Char - Arctic",2,2.0969177,1.46717,2.85115
"1012","Whitefish - Broad",25,25.4581782,16.7872,32.8994
"1013","Char - Arctic",5,5.20553864,3.34373,6.8588
"1014","Char - Arctic",90,89.192402,59.1223,118.268
"1015","Caribou - Barren Ground",2,2.04299562,1.3519,2.66865
"1016","Char - Arctic",30,30.2466812,21.5339,40.9363
"1017","Caribou - Barren Ground",1,1.05521112,0.651909,1.37162
"1018","Caribou - Barren Ground",1,1.06132486,0.714796,1.39296
"1019","Caribou - Barren Ground",1,1.052636368,0.737078,1.37179
"1020","Caribou - Barren Ground",1,1.063115868,0.724308,1.44518
"1021","Caribou - Barren Ground",1,1.055540716,0.685166,1.34913
"1022","Caribou - Barren Ground",1,1.05230182,0.731637,1.3919
"1023","Caribou - Barren Ground",1,1.047985486,0.686048,1.389
"1024","Caribou - Barren Ground",1,1.065775496,0.673123,1.39624
"1025","Caribou - Barren Ground",1,1.057668174,0.757373,1.51411
"1026","Caribou - Barren Ground",1,1.059878396,0.666479,1.41173
"1027","Caribou - Barren Ground",1,1.04318685,0.67732,1.40446
"1028","Ptarmigan - Willow",12,12.10723732,8.20323,16.7158
"1029","Caribou - Barren Ground",2,2.04126968,1.31953,2.66993
"1030","Caribou - Barren Ground",1,1.04463695,0.727938,1.39652
"1031","Caribou - Barren Ground",2,2.06446716,1.30603,2.68651
"1032","Caribou - Barren Ground",2,2.03153898,1.37162,2.64797
"1033","Caribou - Barren Ground",1,1.055597296,0.704711,1.39093
"1034","Caribou - Barren Ground",1,1.059830822,0.691711,1.40349
"1035","Caribou - Barren Ground",3,3.0151015,1.85888,3.94977
"1036","Caribou - Barren Ground",1,1.055206192,0.748728,1.36603
"1037","Caribou - Barren Ground",2,2.05356218,1.44429,2.74935
"1038","Caribou - Barren Ground",1,1.047918956,0.738445,1.46281
"1039","Caribou - Barren Ground",1,1.053188874,0.66953,1.35174
"1040","Caribou - Barren Ground",2,2.057392976,1.37213,2.65797
"1041","Caribou - Barren Ground",1,1.045644522,0.71405,1.37125
"1042","Caribou - Barren Ground",1,1.056038618,0.698165,1.38015
"1043","Ptarmigan - Willow",8,8.0547666,5.13534,10.7221
"1044","Caribou - Barren Ground",2,2.03777575,1.29432,2.63363
"1045","Caribou - Barren Ground",2,2.05550864,1.36842,2.73872
"1046","Caribou - Barren Ground",2,2.06355168,1.34807,2.75006
"1047","Caribou - Barren Ground",1,1.056024694,0.723151,1.40718
"1048","Caribou - Barren Ground",4,4.01509256,2.65891,5.46465
"1049","Caribou - Barren Ground",1,1.04920099,0.686752,1.37644
"1050","Char - Arctic",8,8.1957372,5.3244,11.2711
"1051","Herring - Pacific",1,1.044745924,0.66765,1.3761
"1052","Whitefish - Broad",113,113.4536908,74.098,146.487
"1053","Char - Arctic",20,20.2553388,13.1549,26.7454
"1054","Char - Arctic",10,10.39937694,6.62344,13.8851
"1055","Char - Arctic",12,12.28973534,8.47964,16.0422
"1056","Char - Arctic",60,59.8004876,40.1727,78.4648
"1057","Whitefish - Broad",30,30.2210414,18.8763,40.8398
"1058","Caribou - Barren Ground",1,1.059462602,0.691915,1.41004
"1059","Char - Arctic",15,15.01317758,10.2858,19.9843
"1060","Char - Arctic",15,15.3557592,10.2403,20.8394
"1061","Whitefish - Broad",20,20.3977176,12.5701,27.1774
"1062","Char - Arctic",1,1.049312666,0.717622,1.42578
"1063","Char - Arctic",20,20.2717276,12.7301,27.0007
"1064","Whitefish - Broad",40,40.3043608,27.0545,55.2618
"1065","Caribou - Barren Ground",1,1.058299206,0.663525,1.40009
"1066","Char - Arctic",100,99.3106386,64.7691,133.183
"1067","Char - Arctic",10,10.42661042,6.93258,13.9652
"1068","Char - Arctic",77,76.6754228,50.8715,99.8383
"1069","Whitefish - Broad",86,85.403687,51.4605,111.002
"1070","Herring - Pacific",3,3.14397204,2.04337,4.11806
"1071","Trout - Lake",1,1.056345752,0.671398,1.37756
"1072","Sculpin - Fourhorn",1,1.06772464,0.713403,1.41415
"1073","Char - Arctic",7,7.1889972,4.31558,9.21208
"1074","Whitefish - Broad",19,19.14915358,13.1293,25.7214
"1075","Ptarmigan - Willow",6,6.12345364,4.21632,8.2986
"1076","Caribou - Barren Ground",1,1.04910496,0.683624,1.36986
"1077","Char - Arctic",15,15.3889647,10.9946,20.4151
"1078","Muskox",1,1.072910068,0.716361,1.39573
"1079","Herring - Pacific",15,15.51596612,10.0978,20.7045
"1080","Whitefish - Broad",20,20.2232256,13.4808,27.2934
"1081","Char - Arctic",6,6.20341412,4.13907,8.44702
"1082","Caribou - Union Dolphin",4,3.96624146,2.66013,5.27788
"1083","Caribou - Union Dolphin",1,1.05501294,0.618023,1.36677
"1084","Caribou - Union Dolphin",6,5.80484688,3.98226,7.62926
"1085","Caribou - Peary",3,3.03313442,2.1177,3.96618
"1086","Caribou - Peary",1,1.053813532,0.695017,1.42333
"1087","Caribou - Peary",2,2.06953084,1.35878,2.72822
"1088","Caribou - Peary",1,1.068790996,0.753895,1.42888
"1089","Ptarmigan - Rock",2,2.10914932,1.42163,2.82593
"1090","Char - Land Locked",3,3.1412352,1.99389,4.15141
"1091","Muskox",2,2.00467208,1.29134,2.63156
"1092","Trout - Lake",4,4.13666952,2.91928,5.66221
"1093","Char - Land Locked",10,10.22542002,7.24908,13.9678
"1094","Trout - Lake",5,5.17134092,3.16052,6.81945
"1095","Trout - Lake",7,7.06966742,4.64278,9.36448
"1096","Trout - Lake",7,7.16760494,4.74151,9.80337
"1097","Goose - Greater White",60,60.1575272,39.4075,78.3555
"1098","Char - Arctic",6,6.2214204,3.91552,8.049
"1099","Goose - Greater White",74,73.3060554,49.725,96.744
"1100","Goose - Greater White",15,15.12372298,10.5918,19.4693
"1101","Trout - Lake",5,5.23350046,3.60962,7.13726
"1102","Char - Arctic",10,10.12821308,7.12827,13.6033
"1103","Goose - Greater White",2,2.0948649,1.45071,2.77671
"1104","Trout - Lake",4,4.17895412,2.82349,5.59485
"1105","Char - Arctic",15,15.32269478,10.4474,20.196
"1106","Goose - Greater White",40,40.5707356,25.381,53.6674
"1107","Char - Land Locked",16,16.35402532,10.9065,21.3889
"1108","Char - Land Locked",20,20.2620246,14.2278,27.5895
"1109","Goose - Greater White",40,39.724511,25.7389,50.1691
"1110","Char - Land Locked",5,5.1601342,3.40185,7.11473
"1111","Goose - Greater White",30,30.0446918,20.17,39.7129
"1112","Goose - Greater White",120,119.6770326,78.1937,158.373
"1113","Goose - Greater White",20,20.4100158,13.7616,27.2798
"1114","Char - Land Locked",10,10.17076482,6.72291,13.1126
"1115","Trout - Lake",10,10.17985082,6.18862,13.0103
"1116","Goose - Greater White",60,59.9662332,38.9833,81.2776
"1117","Char - Arctic",4,4.15026248,2.82749,5.32279
"1118","Cisco - Arctic",1,1.058745742,0.698722,1.37728
"1119","Seal - Ringed",2,2.04510926,1.39092,2.72863
"1120","Trout - Lake",2,2.09319566,1.34605,2.86316
"1121","Seal - Ringed",3,3.0688164,2.17153,4.22121
"1122","Char - Arctic",20,20.26424886,12.7371,27.1495
"1123","Seal - Ringed",8,7.91827284,5.27574,10.5472
"1124","Seal - Ringed",3,3.03311624,2.05966,4.05271
"1125","Salmon",1,1.05899302,0.674325,1.44337
"1126","Seal - Ringed",2,2.043933218,1.29345,2.68578
"1127","Trout - Lake",2,2.09698038,1.40733,2.73252
"1128","Caribou - Peary",1,1.05260108,0.646549,1.41389
"1129","Trout - Lake",-1,14.695834456,0.316677,34.7855
"1130","Bear - Polar",2,1.650560138,1.10901,2.12544
"1131","Char - Land Locked",15,15.21300068,9.64111,20.6471
"1132","Trout - Lake",3,3.08499378,2.0419,4.13651
"1133","Char - Land Locked",-1,20.6227195564,0.0913442,47.3352
"1134","Hare - Arctic",2,2.07167476,1.33744,2.84393
"1135","Char - Land Locked",-1,21.576065398,0.379799,48.0537
"1136","Char - Land Locked",2,2.1223017,1.31637,2.76014
"1137","Trout - Lake",5,5.16753,3.47879,6.86824
"1138","Bear - Polar",2,1.67265016,1.10965,2.1354
"1139","Muskox",2,1.987514518,1.33613,2.56831
"1140","Goose - Greater White",40,39.7536314,26.9612,54.0941
"1141","Char - Land Locked",-1,25.427510672,0.186463,49.6346
"1142","Goose - Greater White",20,20.1956366,14.1265,27.3596
"1143","Char - Land Locked",-1,20.677216606,0.509706,45.3318
"1144","Trout - Lake",8,8.2406793,5.52765,10.8107
"1145","Char - Land Locked",1,1.066034206,0.732102,1.37066
"1146","Trout - Lake",-1,16.00049964,0.286262,37.4235
"1147","Goose - Greater White",31,31.2882798,20.7974,41.9765
"1148","Goose - Greater White",-1,22.258728528,0.244586,51.8702
"1149","Char - Land Locked",5,5.2284057,3.40803,6.84035
"1150","Goose - Greater White",1,1.055442818,0.707749,1.39668
"1151","Trout - Lake",5,5.19320084,3.57188,7.42168
"1152","Goose - Greater White",65,64.1130384,42.4699,82.3977
"1153","Char - Land Locked",10,10.30639564,6.97432,13.3876
"1154","Goose - Greater White",-1,21.608653438,0.343379,52.6322
"1155","Goose - Greater White",50,50.1215134,35,66.041
"1156","Goose - Greater White",-1,23.035302486,0.244096,53.1214
"1157","Trout - Lake",-1,17.559154892,0.151238,46.0444
"1158","Char - Arctic",5,5.10583748,3.25777,6.97958
"1159","Trout - Lake",10,10.26094502,6.56692,13.7734
"1160","Trout - Lake",-1,15.087130098,0.356808,33.768
"1161","Char - Arctic",50,49.4071236,31.9594,62.6809
"1162","Muskox",-1,1.981961718,0.440624,3.53031
"1163","Trout - Lake",6,6.092209,4.3186,8.23075
"1164","Trout - Lake",-1,16.010247824,0.186078,39.62
"1165","Trout - Lake",1,1.064229994,0.677249,1.44292
"1166","Trout - Lake",1,1.05432903,0.712336,1.35908
"1167","Char - Arctic",15,15.3301558,10.182,20.1593
"1168","Whitefish - Lake",1,1.045576054,0.669082,1.39142
"1169","Caribou - Peary",1,1.038541168,0.69747,1.38317
"1170","Char - Arctic",55,54.5445114,35.6972,71.3718
"1171","Hare - Arctic",1,1.0429338,0.683628,1.39731
"1172","Caribou - Peary",2,2.06635098,1.29242,2.71375
"1173","Muskox",1,1.060632342,0.727094,1.37931
"1174","Char - Arctic",20,20.158291,13.5798,26.8855
"1175","Char - Arctic",3,3.11726794,2.04833,4.24337
"1176","Char - Arctic",21,21.2939882,13.2221,28.2161
"1177","Trout - Lake",8,8.21360402,5.13415,10.9126
"1178","Char - Arctic",20,20.5844926,12.9501,26.9622
"1179","Muskox",1,1.078944698,0.729461,1.41449
"1180","Char - Arctic",30,29.9635142,20.2265,40.1967
"1181","Trout - Lake",30,29.9309404,17.9523,38.9213
"1182","Caribou - Peary",2,2.03540478,1.27551,2.66062
"1183","Caribou - Peary",1,1.057756654,0.681167,1.44528
"1184","Caribou - Peary",1,1.061484122,0.685119,1.37957
"1185","Caribou - Peary",1,1.053121088,0.70448,1.3813
"1186","Caribou - Peary",2,2.048169042,1.38159,2.83827
"1187","Caribou - Peary",1,1.055616944,0.692944,1.36411
"1188","Char - Arctic",31,31.214394,20.1716,42.179
"1189","Trout - Lake",-1,15.72502114,0.267349,36.8986
"1190","Char - Arctic",36,35.8216558,23.9114,47.9615
"1191","Char - Arctic",3,3.14028672,2.18661,4.30712
"1192","Muskox",2,2.00415518,1.25398,2.55743
"1193","Muskox",2,1.97082982,1.35795,2.61785
"1194","Trout - Lake",5,5.0013289,3.13049,6.58498
"1195","Trout - Lake",9,9.23006976,6.08298,12.2564
"1196","Char - Arctic",20,20.4695902,13.8944,27.6487
"1197","Whitefish - Lake",1,1.055370098,0.683443,1.37684
"1198","Muskox",1,1.076651484,0.743578,1.4902
"1199","Caribou - Peary",2,2.054733062,1.40558,2.73269
"1200","Ptarmigan - Willow",14,13.94205934,9.83537,17.9701
"1201","Hare - Arctic",1,1.036154482,0.701213,1.35259
"1202","Caribou - Barren Ground",4,3.96255078,2.7794,5.21009
"1203","Caribou - Barren Ground",4,3.97039638,2.46207,5.31016
"1204","Caribou - Barren Ground",13,12.10623978,8.47723,16.4963
"1205","Caribou - Barren Ground",3,3.00088942,2.03572,3.94979
"1206","Caribou - Barren Ground",3,3.02526368,2.0156,3.89376
"1207","Caribou - Barren Ground",4,3.98085388,2.74042,5.30322
"1208","Caribou - Barren Ground",1,1.054848572,0.677013,1.40407
"1209","Trout - Lake",3,3.11392402,2.18215,4.15477
"1210","Caribou - Barren Ground",2,2.031641224,1.36606,2.66547
"1211","Caribou - Barren Ground",10,9.62277256,6.32563,12.6591
"1212","Caribou - Barren Ground",10,9.51414588,6.20394,12.1087
"1213","Goose - Snow",10,10.34991054,6.75771,13.7337
"1214","Ptarmigan - Willow",20,19.58544688,13.3439,26.0564
"1215","Trout - Lake",9,9.12519276,6.40091,12.516
"1216","Ptarmigan - Willow",5,5.13558956,3.37,6.81658
"1217","Trout - Lake",15,14.97536714,10.4502,19.9598
"1218","Muskox",2,2.00509514,1.29401,2.63215
"1219","Trout - Lake",4,4.15869848,2.80835,5.591
"1220","Trout - Lake",1,1.047645062,0.693299,1.39855
"1221","Bear - Polar",1,1.05229679,0.752521,1.41011
"1222","Goose - Canada",2,2.09626856,1.31178,2.76754
"1223","Goose - Ross",5,5.11091658,3.48938,6.72873
"1224","Goose - Snow",2,2.09741924,1.3801,2.77972
"1225","Trout - Lake",3,3.11103064,2.09151,4.09513
"1226","Trout - Lake",1,1.049600824,0.683904,1.39671
"1227","Trout - Lake",1,1.048178928,0.63992,1.36514
"1228","Trout - Lake",2,2.1176261,1.41663,2.7362
"1229","Trout - Lake",3,3.14927232,1.95452,4.03857
"1230","Goose - Snow",65,64.9853844,44.3321,88.7508
"1231","Inconnu",1,1.04512032,0.658296,1.40751
"1232","Trout - Lake",1,1.049513988,0.66879,1.36275
"1233","Goose - Canada",2,2.06902672,1.34451,2.63784
"1234","Goose - Ross",9,9.20016634,5.67379,12.1941
"1235","Goose - Snow",6,6.14171784,4.12367,8.21091
"1236","Goose - Snow",85,84.739482,56.0012,111.805
"1237","Goose - Greater White",120,118.3649184,77.0112,152.311
"1238","Trout - Lake",1,1.053680174,0.699239,1.39596
"1239","Goose - Snow",100,99.6714984,62.1022,131.19
"1240","Trout - Lake",1,1.047801162,0.701128,1.39567
"1241","Trout - Lake",4,4.08200734,2.77678,5.6072
"1242","Trout - Lake",17,16.9840777,11.325,22.6226
"1243","Goose - Snow",20,20.192467,13.7924,27.7671
"1244","Goose - Greater White",35,35.2404962,23.5653,47.1445
"1245","Brant",2,2.09450108,1.4174,2.86823
"1246","Swan - Tundra",1,1.076243342,0.694538,1.38707
"1247","Goose - Snow",4,4.1135369,2.83888,5.56238
"1248","Beaver",1,1.058422848,0.739598,1.48167
"1249","Goose - Greater White",1,1.051685756,0.720286,1.40539
"1250","Goose - Snow",12,12.23763134,8.16542,16.2732
"1251","Goose - Greater White",-1,24.117288186,0.278549,60.8938
"1252","Ptarmigan - Willow",4,4.09268178,2.65084,5.36601
"1253","Trout - Lake",4,4.14863916,2.79664,5.57177
"1254","Goose - Snow",24,24.4145026,16.8245,32.8632
"1255","Goose - Snow",50,49.417875,33.0479,66.8867
"1256","Trout - Lake",4,4.16317802,2.64417,5.43708
"1257","Goose - Snow",8,8.28568572,5.5426,11.0685
"1258","Goose - Greater White",14,14.21545284,9.64114,19.0449
"1259","Beaver",1,1.071019822,0.702422,1.40238
"1260","Goose - Snow",30,30.0501848,19.8405,40.3432
"1261","Trout - Lake",1,1.067201524,0.678703,1.42472
"1262","Goose - Greater White",15,15.13546788,9.80951,19.5756
"1263","Goose - Snow",15,15.12425368,10.1982,20.2559
"1264","Goose - Greater White",25,25.3685662,16.2756,33.7004
"1265","Swan - Tundra",1,1.073164356,0.758922,1.45887
"1266","Goose - Canada",3,3.10634888,2.03873,4.01977
"1267","Trout - Lake",15,15.11015252,10.1322,20.1475
"1268","Goose - Greater White",20,20.2802794,12.9238,27.2141
"1269","Goose - Snow",10,10.19639142,6.57559,13.4562
"1270","Goose - Snow",50,50.03889,33.8312,66.1036
"1271","Goose - Greater White",15,15.3494347,10.9074,19.9765
"1272","Trout - Lake",8,8.15089824,5.19593,10.7165
"1273","Goose - Greater White",15,15.25933414,10.0405,20.1002
"1274","Goose - Snow",15,15.1175823,10.1301,20.3721
"1275","Goose - Greater White",30,30.2473612,20.9367,40.96
"1276","Goose - Snow",15,15.26625686,10.8509,20.5745
"1277","Goose - Greater White",4,4.14696522,2.78355,5.46568
"1278","Trout - Lake",2,2.08515842,1.46353,2.7992
"1279","Goose - Snow",3,3.08674564,1.98614,3.98816
"1280","Goose - Snow",50,50.5802858,34.722,66.3133
"1281","Goose - Greater White",40,40.5746694,27.383,54.9585
"1282","Muskrat",6,6.23711618,4.20323,8.34614
"1283","Pike - Northern",12,12.0083211,8.35097,15.85
"1284","Whitefish - Lake",10,10.32506384,6.77281,13.6768
"1285","Whitefish - Broad",25,25.5236288,17.3308,34.5134
"1286","Trout - Lake",7,7.22815216,4.75563,9.77726
"1287","Trout - Lake",1,1.038898582,0.704164,1.33435
"1288","Trout - Lake",6,6.08811114,4.02115,7.8969
"1289","Goose - Greater White",4,4.16592588,2.8437,5.48057
"1290","Goose - Snow",2,2.07418036,1.33667,2.66741
"1291","Trout - Lake",2,2.10744892,1.43758,2.75584
"1292","Goose - Snow",40,40.19286,25.8287,53.0744
"1293","Goose - Greater White",20,20.420411,13.0852,27.2526
"1294","Goose - Snow",1,1.045804186,0.68275,1.36217
"1295","Trout - Lake",4,4.17912764,2.71169,5.4899
"1296","Goose - Greater White",40,40.1979004,27.1317,54.0659
"1297","Goose - Snow",40,39.9153014,24.5833,50.6508
"1298","Trout - Lake",1,1.0452957,0.681773,1.38282
"1299","Trout - Lake",6,6.14046588,4.22704,8.73299
"1300","Goose - Snow",100,98.3614318,62.3538,129.266
"1301","Goose - Greater White",30,30.5892036,19.7112,40.7026
"1302","Goose - Greater White",66,64.752883,39.1767,82.7355
"1303","Goose - Canada",2,2.10076338,1.44222,2.83632
"1304","Goose - Snow",100,98.232159,66.997,129.688
"1305","Brant",2,2.094558068,1.43953,2.74866
"1306","Goose - Greater White",12,12.23574808,8.11453,16.7644
"1307","Goose - Snow",12,12.34666704,8.13788,16.2039
"1308","Goose - Snow",20,20.0362132,13.7121,26.5494
"1309","Goose - Snow",60,59.7025426,41.8544,79.8125
"1310","Goose - Snow",15,15.25190266,10.4486,20.046
"1311","Goose - Greater White",7,7.30433956,4.92853,9.89149
"1312","Trout - Lake",1,1.05506053,0.63843,1.38078
"1313","Trout - Lake",1,1.04392728,0.657007,1.37466
"1314","Goose - Snow",63,63.5727372,43.3552,86.7889
"1315","Goose - Greater White",27,27.4123414,18.0096,37.3008
"1316","Swan - Tundra",2,1.99096436,1.32738,2.64407
"1317","Goose - Canada",3,3.10287328,2.06859,4.0904
"1318","Trout - Lake",1,1.05459507,0.681098,1.39945
"1319","Trout - Lake",1,1.057962572,0.690407,1.41726
"1320","Goose - Snow",10,10.16201614,6.78601,13.6276
"1321","Trout - Lake",3,3.12755394,2.17072,4.40227
"1322","Goose - Snow",11,11.1970389,7.59095,15.3677
"1323","Moose",1,1.042868894,0.661952,1.34869
"1324","Moose",2,1.801441862,1.20972,2.34863
"1325","Trout - Lake",2,2.08486562,1.40326,2.83207
"1326","Goose - Snow",12,12.3919022,8.28883,16.6805
"1327","Goose - Snow",30,30.3889334,19.6637,40.8635
"1328","Trout - Lake",2,2.05805018,1.3777,2.67598
"1329","Trout - Lake",1,1.054377882,0.668098,1.35031
"1330","Goose - Greater White",5,5.22119106,3.40259,7.26445
"1331","Trout - Lake",2,2.07311668,1.46331,2.78797
"1332","Pike - Northern",1,1.062130996,0.72084,1.41249
"1333","Trout - Lake",1,1.062154726,0.622393,1.42039
"1334","Trout - Lake",2,2.08507282,1.45999,2.86059
"1335","Goose - Snow",30,30.558706,18.6294,40.6434
"1336","Trout - Lake",1,1.06956902,0.711326,1.3971
"1337","Trout - Lake",1,1.052611862,0.701567,1.38128
"1338","Trout - Lake",8,8.26646744,5.61615,11.0197
"1339","Goose - Snow",50,50.2575264,30.5362,66.6633
"1340","Trout - Lake",3,3.15943434,2.11137,4.14557
"1341","Goose - Snow",15,15.09913538,9.54173,19.799
"1342","Goose - Greater White",5,5.20311528,3.46491,6.93791
"1343","Trout - Lake",3,3.08111964,1.99855,3.94588
"1344","Goose - Snow",22,21.9566348,15.1994,29.2881
"1345","Goose - Greater White",20,20.1275006,13.414,26.0514
"1346","Goose - Snow",15,15.16690202,9.9999,20.3651
"1347","Swan - Tundra",1,1.061849644,0.715399,1.41302
"1348","Goose - Snow",15,15.1672234,10.5447,20.2388
"1349","Goose - Greater White",15,15.36772006,10.8994,20.1936
"1350","Trout - Lake",2,2.0660612,1.36467,2.72945
"1351","Goose - Snow",15,15.40239304,10.652,21.1382
"1352","Goose - Greater White",15,15.23313822,9.76473,19.5233
"1353","Goose - Snow",16,16.11234986,10.2939,21.0051
"1354","Goose - Greater White",4,4.16072252,2.80855,5.60487
"1355","Trout - Lake",3,3.08022372,2.02928,4.0836
"1356","Trout - Lake",1,1.049701594,0.694526,1.36507
"1357","Trout - Lake",6,6.06195338,4.14915,8.11209
"1358","Inconnu",1,1.051273378,0.713829,1.37088
"1359","Goose - Greater White",20,20.2707518,14.3971,27.803
"1360","Goose - Greater White",9,9.3000021,6.57348,12.5332
"1361","Goose - Snow",2,2.11663228,1.38449,2.8247
"1362","Trout - Lake",3,3.13163752,2.13705,4.32873
"1363","Inconnu",2,2.08148468,1.37527,2.79797
"1364","Goose - Greater White",20,20.325001,12.3573,26.4286
"1365","Whitefish - Broad",100,101.1867554,62.1948,134.667
"1366","Goose - Snow",20,20.0814186,13.4743,27.1496
"1367","Whitefish - Broad",9,9.18265346,5.93296,12.1995
"1368","Inconnu",1,1.058193474,0.692172,1.38101
"1369","Trout - Lake",3,3.09906594,2.19728,4.22844
"1370","Goose - Snow",100,99.4318384,67.604,133.732
"1371","Whitefish - Broad",12,12.23930784,7.70165,16.2739
"1372","Inconnu",12,12.1539289,7.56992,15.942
"1373","Goose - Greater White",40,39.8758668,26.9287,52.3594
"1374","Goose - Snow",10,10.05812378,6.54481,13.1296
"1375","Whale - Beluga",1,1.05437504,0.739368,1.40179
"1376","Whale - Beluga",1,1.051180016,0.669213,1.36928
"1377","Whitefish - Broad",50,50.7386416,32.513,65.9498
"1378","Whitefish - Lake",10,10.33484256,6.95507,13.9061
"1379","Whale - Beluga",2,1.893119346,1.34343,2.53079
"1380","Herring - Pacific",70,70.5071648,45.0601,92.1227
"1381","Whitefish - Broad",10,10.4369267,6.62079,13.8393
"1382","Pike - Northern",2,2.085151,1.31362,2.84083
"1383","Whitefish - Broad",3,3.09836742,2.03971,4.10977
"1384","Inconnu",4,4.1298159,3.04202,5.60159
"1385","Caribou - Barren Ground",1,1.046572154,0.663437,1.37683
"1386","Whale - Beluga",1,1.045421228,0.733733,1.40667
"1387","Whitefish - Broad",88,89.2039042,62.6584,124.354
"1388","Inconnu",4,4.17944328,2.82442,5.61822
"1389","Flounder",1,1.067423894,0.684658,1.38696
"1390","Whale - Beluga",3,2.6923695,1.70539,3.42275
"1391","Caribou - Barren Ground",1,1.04889738,0.701222,1.37273
"1392","Whale - Beluga",2,1.8880578,1.22955,2.47428
"1393","Whale - Beluga",2,1.88076434,1.24733,2.46457
"1394","Caribou - Barren Ground",2,2.05181392,1.41307,2.85792
"1395","Whitefish - Broad",15,15.16443554,10.0249,21.2001
"1396","Whale - Beluga",2,1.88550552,1.22488,2.4079
"1397","Whitefish - Broad",60,60.7099258,41.8456,82.7505
"1398","Inconnu",20,20.25831902,13.495,26.9368
"1399","Herring - Pacific",10,10.3940047,6.93172,13.5704
"1400","Whitefish - Broad",100,100.6387022,67.5824,135.122
"1401","Whitefish - Broad",150,148.3425102,97.2413,197.448
"1402","Whale - Beluga",2,1.88777526,1.23903,2.43132
"1403","Whitefish - Broad",100,100.0954326,62.7599,134.312
"1404","Whitefish - Broad",50,50.0828832,34.2294,66.0774
"1405","Herring - Pacific",30,30.9881702,21.512,44.4683
"1406","Inconnu",20,20.4022676,14.3544,28.6941
"1407","Smelt",15,14.89159224,10.1344,20.3288
"1408","Whitefish - Lake",30,30.5941864,18.5833,39.6243
"1409","Flounder",10,10.05220538,6.40443,12.6851
"1410","Sculpin - Fourhorn",10,9.92852662,7.09171,13.3619
"1411","Pike - Northern",4,4.10374564,2.64845,5.57587
"1412","Whale - Beluga",1,1.052738196,0.72053,1.40783
"1413","Whitefish - Broad",12,12.21530794,8.46443,16.8857
"1414","Herring - Pacific",12,12.34154032,8.29311,17.223
"1415","Inconnu",1,1.0423693,0.683572,1.34656
"1416","Whale - Beluga",1,1.05597747,0.738756,1.42579
"1417","Herring - Pacific",90,91.7977746,58.9044,124.258
"1418","Whitefish - Broad",30,30.7827044,18.5565,40.8122
"1419","Inconnu",10,10.2441296,6.93163,13.789
"1420","Whale - Beluga",2,1.88280904,1.29664,2.49987
"1421","Whitefish - Broad",300,296.393802,198.169,399.293
"1422","Herring - Pacific",100,100.1633386,66.0184,130.709
"1423","Inconnu",100,100.5393292,65.9682,132.944
"1424","Whale - Beluga",1,1.051423638,0.706799,1.39178
"1425","Whale - Beluga",1,1.051229426,0.703992,1.35081
"1426","Whitefish - Broad",100,99.3255964,67.8099,136.461
